""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"
"X87237_at"	"2"	"2.95085145888855"	"2.08278537031645"	"2.46538285144842"	"2.57518784492766"	"2"	"2.19865708695442"	"2.1846914308176"	"2"	"2"	"2.31175386105575"	"2"	"2"	"2"	"2.31597034545692"	"2.15836249209525"	"2.13987908640124"	"2.54654266347813"	"2.53019969820308"	"2.63548374681491"	"2.55022835305509"	"2.39093510710338"	"2.42324587393681"	"2.43616264704076"	"2.00432137378264"	"2.38916608436453"	"2.25285303097989"	"2.61489721603313"	"2.14612803567824"	"2.28103336724773"	"2"	"2.7701152947871"	"3.27692113206577"	"2.42160392686983"
"X87241_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"X87838_at"	"2.83695673705955"	"3.04493154614916"	"2.91698004732038"	"3.13513265137677"	"3.42291798076766"	"3.11394335230684"	"3.10516942799933"	"2.85913829729453"	"2.91750550955255"	"2.61384182187607"	"2.59988307207369"	"2.87157293554588"	"3.11293997608408"	"3.36772854608698"	"3.38738982633873"	"3.00432137378264"	"3.04999285692014"	"2.91275330367132"	"2.76863810124761"	"2.98227123303957"	"3.26245108973043"	"3.53160663193272"	"3.2973227142053"	"3.15350998930084"	"3.15014216184856"	"2.8481891169914"	"2.95230800966213"	"3.08493357493672"	"3.29247759366778"	"3.20601587676334"	"3.16375752398196"	"3.28712962071911"	"3.54032947479087"	"3.09061070782841"
"X87904_at"	"2.8668778143375"	"2.38201704257487"	"2"	"2.65896484266444"	"2.52762990087134"	"2.51321760006794"	"2.20682587603185"	"2.21748394421391"	"2.51719589794997"	"2.37291200297011"	"2.43136376415899"	"2.32837960343874"	"2.32014628611105"	"2"	"2"	"2.19865708695442"	"2.49968708261840"	"2"	"2.51054501020661"	"2"	"2.23299611039215"	"2.76863810124761"	"2.64933485871214"	"2"	"2.50379068305718"	"2"	"2"	"2"	"2.48713837547719"	"2.33041377334919"	"2.00860017176192"	"2.41664050733828"	"2.56584781867352"	"2.12057393120585"
"X89267_at"	"3.45347123372294"	"3.25139485004010"	"3.30081279411812"	"3.28465628278852"	"3.41380251676935"	"3.60713320439157"	"3.08813608870055"	"2.91328390176042"	"3.05804623039528"	"3.15350998930084"	"2.85973856619715"	"3.36191661866864"	"3.32118402730231"	"3.30168094929358"	"3.19755621315354"	"3.35372393758895"	"3.22453306260609"	"3.50105926221775"	"3.39794000867204"	"3.29269900304393"	"3.76155198856418"	"3.49485002168009"	"3.50297305906563"	"3.52904517076577"	"3.4944328987264"	"3.54207814633563"	"3.49094120535679"	"3.46642272243379"	"3.47610671684019"	"3.50119624202709"	"3.06855689507236"	"3.46716396596909"	"3.56949095434878"	"3.34064237756071"
"X89398_cds2_at"	"2.33645973384853"	"2.22010808804006"	"2.30319605742049"	"2.71096311899528"	"2.78390357927274"	"2.72997428569956"	"2.36921585741014"	"2.37474834601010"	"2.26717172840301"	"2.51982799377572"	"2.26245108973043"	"2.24551266781415"	"2.01703333929878"	"2.42651126136458"	"2.70329137811866"	"2.43775056282039"	"2.06818586174616"	"2.40993312333129"	"2.57749179983723"	"2.47275644931721"	"2.2718416065365"	"2.09691001300806"	"2"	"2"	"2.64246452024212"	"2.34242268082221"	"2.17897694729317"	"2.31597034545692"	"2.39967372148104"	"2.34044411484012"	"2.26481782300954"	"2.22010808804006"	"2.37106786227174"	"2.09691001300806"
"X89416_at"	"2"	"2.74973631556906"	"2"	"2.06069784035361"	"2"	"2"	"2.29003461136252"	"2"	"2.78887511577542"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.28780172993023"	"2"	"2"	"2"	"2"	"2"	"2.40993312333129"	"2"
"X89576_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2.01283722470517"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.63748972951251"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"X89750_at"	"2.90363251608424"	"2.84757265914211"	"2.96378782734556"	"2.68930885912362"	"3.11627558758054"	"2.63144376901317"	"2.81023251799508"	"2.69019608002851"	"2.57170883180869"	"2.86391737695786"	"2.84571801796666"	"2.60205999132796"	"2.80140371001735"	"2.89707700320942"	"2.80208925788173"	"3.08707120590654"	"2.52633927738984"	"2.59549622182557"	"2.68484536164441"	"2.89209460269048"	"2.30319605742049"	"3.16967443405881"	"2.69372694892365"	"2.59988307207369"	"2.58883172559421"	"2.6170003411209"	"2.56110138364906"	"2.51321760006794"	"2.92324401863028"	"2.84385542262316"	"2.23804610312880"	"2.78816837114117"	"2.99166900737995"	"2.55750720190566"
"X89960_at"	"2.78887511577542"	"2.09342168516224"	"2.62117628177504"	"2.67577834167409"	"2.80140371001735"	"3.0542299098634"	"2.52633927738984"	"2.59769518592551"	"2.52113808370404"	"2.68484536164441"	"2.45178643552429"	"2.90254677931399"	"2.75966784468963"	"2.36361197989214"	"2.70156798505593"	"2.69460519893357"	"2.69019608002851"	"2.89652621748956"	"2.99387691494121"	"2.92992956008459"	"2.9604707775343"	"2.86153441085904"	"2.94890176097021"	"2.98272338766855"	"2.90579588036787"	"2.89431606268444"	"2.98811284026835"	"2.66181268553726"	"2.86864443839483"	"2.95616843047536"	"2.06818586174616"	"2.985426474083"	"3.00945089579869"	"2.45024910831936"
"X89985_at"	"2.84509804001426"	"2.51454775266029"	"2.73878055848437"	"2.43296929087441"	"2.60530504614111"	"2"	"2.41830129131975"	"2.48429983934679"	"2.39269695325967"	"2.39967372148104"	"2.36735592102602"	"2.58658730467176"	"2.96331551138611"	"3.00130093302042"	"2.66275783168157"	"2.83821922190763"	"2.68394713075151"	"2.54032947479087"	"2.70070371714502"	"2.29666519026153"	"2.60745502321467"	"3.14426277376199"	"2.90091306773767"	"2.95760728706010"	"2.53402610605613"	"2.50514997831991"	"2.65417654187796"	"2"	"2.70500795933334"	"2.79657433321043"	"2.76492298464989"	"2.3654879848909"	"2.03342375548695"	"2"
"X90761_at"	"2.66086547800387"	"2.98497712641549"	"2.57518784492766"	"2.36361197989214"	"2.52374646681156"	"2.91381385238372"	"2.51454775266029"	"2.69460519893357"	"2.58319877396862"	"2.41830129131975"	"2.59549622182557"	"2.64836001098093"	"2.57287160220048"	"2.61384182187607"	"2.3541084391474"	"2.60852603357719"	"2.56937390961505"	"2.40993312333129"	"2.82865989653532"	"2.53781909507327"	"2.33041377334919"	"2.85064623518307"	"2.77597433112937"	"2.80345711564841"	"2.50242711998443"	"2.52633927738984"	"2.72263392253381"	"2.61489721603313"	"2.66370092538965"	"2.92582757462474"	"2.49136169383427"	"2.8234742291703"	"3.07224989761351"	"2.71432975974523"
"X90763_at"	"2.56937390961505"	"2.65030752313194"	"2.44090908206522"	"2.41161970596323"	"2.61172330800734"	"2.81822589361396"	"2.44247976906445"	"2.59549622182557"	"2.53529412004277"	"2.42651126136458"	"2.39967372148104"	"2.60422605308447"	"2.65224634100332"	"2.72181061521255"	"2"	"2.60530504614111"	"2.54900326202579"	"2.56348108539441"	"2.81557774832427"	"2.60638136511061"	"2.47129171105894"	"2.73878055848437"	"2.80277372529198"	"2.5910646070265"	"2.40654018043396"	"2.52113808370404"	"2.82801506422398"	"2.59549622182557"	"2.75204844781944"	"2.63042787502502"	"2.46686762035411"	"2.66558099101795"	"2.91855453055027"	"2.65705585285710"
"X90857_at"	"2"	"2.28780172993023"	"2.81822589361396"	"2"	"2"	"2"	"2.17897694729317"	"2"	"2.15533603746506"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.35602585719312"	"2"	"2.17609125905568"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.05307844348342"	"2"	"2"
"X90858_at"	"2.25042000230889"	"2.59439255037543"	"2.26245108973043"	"2"	"2.13353890837022"	"2"	"2"	"2.26007138798507"	"2"	"2"	"2"	"2"	"2.62531245096167"	"2.36921585741014"	"2"	"2"	"2.81358098856819"	"2.04921802267018"	"2"	"2.01703333929878"	"3.06669855042300"	"3.31132995230379"	"2.78746047451842"	"3.13987908640124"	"2.34439227368511"	"2"	"2.53529412004277"	"2.50650503240487"	"2"	"2.76117581315573"	"2.38201704257487"	"2.68841982200271"	"2.99869515831166"	"2.86153441085904"
"X90872_at"	"2.33041377334919"	"2.21218760440396"	"2.51851393987789"	"2.40823996531185"	"2.21748394421391"	"2.40823996531185"	"2.81756536955978"	"2.71933128698373"	"2.64738297011462"	"2.53147891704226"	"2.86510397464113"	"2.51719589794997"	"2.59328606702046"	"2.56702636615906"	"3.02242837118549"	"2.91803033678488"	"2.30749603791321"	"2.74350976472843"	"2.32837960343874"	"2.58658730467176"	"2.33041377334919"	"2.90687353472207"	"2.80821097292422"	"2.78318869107526"	"2.79657433321043"	"2.65801139665711"	"2.51454775266029"	"2.92272545799326"	"2.24303804868629"	"2"	"2.65030752313194"	"2.51982799377572"	"2.44870631990508"	"2.56584781867352"
"X90978_at"	"2.69196510276736"	"2.67942789661212"	"2.05307844348342"	"2.66275783168157"	"2.36735592102602"	"2.68574173860226"	"2.43933269383026"	"2.25527250510331"	"2.38021124171161"	"2.20139712432045"	"2.30102999566398"	"2.21218760440396"	"2.26245108973043"	"2.22010808804006"	"2.11394335230684"	"2.23299611039215"	"2.33845649360460"	"2.57863920996807"	"2.51054501020661"	"2.32221929473392"	"2.45024910831936"	"2.68394713075151"	"2.66464197555613"	"2.76342799356294"	"2.5854607295085"	"2.5327543789925"	"2.54282542695918"	"2.38381536598043"	"2.58092497567562"	"2.33445375115093"	"2.30535136944662"	"2.66370092538965"	"2.84447717574568"	"2.36735592102602"
"X90999_at"	"2"	"2"	"2.75511226639507"	"2.31175386105575"	"2.06069784035361"	"2"	"2"	"2.80208925788173"	"2"	"2"	"2"	"2"	"2.05307844348342"	"2"	"2"	"2.2148438480477"	"2"	"2"	"2"	"2.16731733474818"	"2"	"2"	"2"	"2"	"2"	"2"	"2.13353890837022"	"2"	"2"	"2"	"2"	"2"	"2"	"2.28330122870355"
"X91247_at"	"3.0068937079479"	"2.97680833733807"	"3.00130093302042"	"2.86746748785905"	"2.94299959336604"	"3.14921911265538"	"2.78175537465247"	"2.8926510338773"	"3.11693964655076"	"3.07371835034612"	"2.53529412004277"	"2.72916478969277"	"2.86093662070009"	"2.9216864754836"	"3.18412335423967"	"3.08742645703629"	"2.95568775031351"	"2.90471554527868"	"3.0982975364947"	"2.86746748785905"	"2.71683772329952"	"3.11360915107303"	"2.959518376973"	"3.03181227133037"	"3.03342375548695"	"3.08778141780954"	"2.80140371001735"	"3.01452053875792"	"3.08098704691089"	"2.88536122003151"	"2.81954393554187"	"2.95904139232109"	"3.17897694729317"	"3.00432137378264"
"X91249_at"	"2.02530586526477"	"2"	"2"	"2.22530928172586"	"2.26007138798507"	"2"	"2"	"2"	"2.08278537031645"	"2.10037054511756"	"2"	"2"	"2.08278537031645"	"2.16435285578444"	"2.10380372095596"	"2.20682587603185"	"2"	"2"	"2.40483371661994"	"2.46089784275655"	"2"	"2"	"2"	"2"	"2"	"2.03342375548695"	"2.16136800223497"	"2"	"2.02530586526477"	"2"	"2"	"2"	"2.35602585719312"	"2"
"X91257_at"	"2.98136550907854"	"3.11958577496178"	"3.09096307659573"	"3.00732095292274"	"3.19228861256812"	"3.19700472802305"	"3.04883008652835"	"3.08062648692181"	"3.15806079393661"	"3.11958577496178"	"2.95520653754194"	"3.04532297878666"	"2.91115760873998"	"2.94101424370557"	"3.48401496266756"	"3.23754373814287"	"2.81954393554187"	"3.13449585583467"	"3.07224989761351"	"2.95036485437612"	"3.27207378750001"	"2.99651167215418"	"2.88309335857569"	"3.01325866528352"	"3.2523675144599"	"2.75663610824585"	"2.99078269180314"	"2.97034687623009"	"2.97405090279288"	"2.95424250943932"	"3.01283722470517"	"3.23678909940929"	"3.15075643986031"	"3.18440748541232"
"X91504_at"	"2.89817648349768"	"2.79448804665917"	"3.09621458534641"	"2.93901977644867"	"3.26434550705009"	"3.56995881809659"	"2.34635297445064"	"3.18269990333604"	"2.78461729263288"	"2.44715803134222"	"2.5854607295085"	"2.68574173860226"	"2.99913054128737"	"2.82801506422398"	"3.14643813528577"	"3.47055748521727"	"2.74585519517373"	"3.06370855939142"	"3.1274287778516"	"2.57170883180869"	"3.03382569395331"	"3.40277706961035"	"3.12936759572299"	"3.13513265137677"	"2.95760728706010"	"2.83378437465648"	"3.08635983067475"	"2.69372694892365"	"2.71933128698373"	"3.11660774398825"	"2.42975228000241"	"3.2143138974244"	"3.10140335055533"	"3.21669359916975"
"X91788_at"	"2"	"2.46982201597816"	"2.30319605742049"	"2.52891670027765"	"2.90579588036787"	"2.56466606425209"	"2.65991620006985"	"2.45178643552429"	"2.34242268082221"	"2.36921585741014"	"2.32221929473392"	"2.44715803134222"	"2.35218251811136"	"2.54900326202579"	"2.81756536955978"	"2.74741180788642"	"2.24303804868629"	"2.45331834004704"	"2.58092497567562"	"2.41664050733828"	"2.8394780473742"	"2.46834733041216"	"2.59988307207369"	"2.47856649559384"	"2.65513843481138"	"2.69284691927723"	"2.53907609879278"	"2.55990662503611"	"2.51454775266029"	"2.64738297011462"	"2.85125834871908"	"2.69019608002851"	"2.6954816764902"	"2.7427251313047"
"X91809_at"	"2.95085145888855"	"2.8481891169914"	"2.91434315711944"	"2.80208925788173"	"3.41111441855090"	"3.09096307659573"	"3.13798673272353"	"2.99956548822598"	"3.02448566769917"	"2.95036485437612"	"3.12872228433843"	"3.22349594096239"	"2.97358962342726"	"2.76715586608218"	"3.34183005692051"	"3.3059958827708"	"2.76937732607614"	"3.04060234011407"	"3.31111784266251"	"3.00389116623691"	"3.27300127206374"	"2.71850168886727"	"2.55388302664387"	"2.85733249643127"	"3.19645254170339"	"3.01410032151962"	"2.96425963019685"	"2.95279244304409"	"2.89209460269048"	"2.93348728784871"	"2.40483371661994"	"3.45438746714696"	"3.15228834438306"	"3.38810120157052"
"X92098_at"	"2.30535136944662"	"2.47275644931721"	"2.77451696572855"	"2.52113808370404"	"2.5327543789925"	"2.14921911265538"	"2.37474834601010"	"2.55022835305509"	"2.58994960132571"	"2.67942789661212"	"2.55870857053317"	"2.40312052117582"	"2.60530504614111"	"2.57634135020579"	"2.71516735784846"	"2.97543180850926"	"2.60530504614111"	"2.30535136944662"	"2.45178643552429"	"2.06445798922692"	"2.15836249209525"	"2.65801139665711"	"2.46089784275655"	"2.35218251811136"	"2.83821922190763"	"2.42324587393681"	"2.23804610312880"	"2.48000694295715"	"2.39967372148104"	"2.33041377334919"	"2.99475694458763"	"2.34439227368511"	"2.46982201597816"	"2.12057393120585"
"X92106_at"	"2.11394335230684"	"2.92582757462474"	"2.59988307207369"	"2"	"2.98317507203781"	"2.79448804665917"	"2.71011736511182"	"2.55870857053317"	"2.46089784275655"	"2.54530711646582"	"2.75663610824585"	"2.49136169383427"	"2.73319726510657"	"2.72997428569956"	"2.88252453795488"	"2.81358098856819"	"2.32428245529769"	"2.83632411570675"	"2.73239375982297"	"2.46834733041216"	"2.25527250510331"	"2.5705429398819"	"2.42324587393681"	"2.43775056282039"	"2.58658730467176"	"2.55266821611219"	"2.46686762035411"	"2.41664050733828"	"2.71011736511182"	"2.30535136944662"	"2.46686762035411"	"2.59769518592551"	"2.87215627274829"	"2.35024801833416"
"X92396_at"	"2"	"2.55990662503611"	"2.73479982958885"	"2.65030752313194"	"3.0565237240791"	"2"	"2.3541084391474"	"2.32428245529769"	"2.16435285578444"	"2.57749179983723"	"2.56584781867352"	"2"	"2.04139268515823"	"2.46389298898591"	"3.17811325231463"	"2.83505610172012"	"2.66275783168157"	"2.25285303097989"	"2"	"2.34439227368511"	"2.26007138798507"	"2.50920252233110"	"2.64738297011462"	"2.74115159885179"	"2.49968708261840"	"2.07554696139253"	"2"	"2.50514997831991"	"2.14612803567824"	"2.12385164096709"	"2.67942789661212"	"2.64542226934909"	"2.34044411484012"	"2.38560627359831"
"X92475_at"	"2.65224634100332"	"2.25042000230889"	"2.4345689040342"	"2.36735592102602"	"2.78816837114117"	"2.52244423350632"	"2.59328606702046"	"2.38381536598043"	"2.12710479836481"	"2.71683772329952"	"2.67209785793572"	"2.06818586174616"	"2.25527250510331"	"2.20139712432045"	"3.1360860973841"	"2.61278385671974"	"2"	"2.54282542695918"	"2.22788670461367"	"2.82994669594164"	"2.29446622616159"	"2.32014628611105"	"2.2405492482826"	"2.39269695325967"	"2.50379068305718"	"2.11727129565576"	"2.39794000867204"	"2.16731733474818"	"2.30749603791321"	"2.03342375548695"	"2"	"2.42488163663107"	"2.47712125471966"	"2.42160392686983"
"X92521_at"	"2.46089784275655"	"2.63346845557959"	"2.3541084391474"	"2.54157924394658"	"2.43775056282039"	"2.88817949391833"	"2.17609125905568"	"2.06818586174616"	"2.43933269383026"	"2.27415784926368"	"2"	"2.37657695705651"	"2.35602585719312"	"2.63447727016073"	"2.15533603746506"	"2.39269695325967"	"2.36921585741014"	"2.71683772329952"	"2.36361197989214"	"2.4456042032736"	"2.51719589794997"	"2.64345267648619"	"2.77158748088126"	"2.70070371714502"	"2.53019969820308"	"2.13033376849501"	"2.75663610824585"	"2.36361197989214"	"2.56820172406700"	"2.33041377334919"	"2.21748394421391"	"2.5910646070265"	"2.83758843823551"	"2.02530586526477"
"X92715_at"	"2.47129171105894"	"2.57863920996807"	"2.3096301674259"	"2.45178643552429"	"2.69019608002851"	"2.64738297011462"	"2"	"2"	"2"	"2"	"2.46686762035411"	"2"	"2.29666519026153"	"2.26951294421792"	"2.50242711998443"	"2.30102999566398"	"2.33445375115093"	"2.28780172993023"	"2.33445375115093"	"2.20411998265592"	"2.11058971029925"	"2.51454775266029"	"2.46389298898591"	"2.12385164096709"	"2.15836249209525"	"2.32633586092875"	"2.48000694295715"	"2.23299611039215"	"2.49415459401844"	"2.09342168516224"	"2.17318626841227"	"2.49276038902684"	"3"	"2.35602585719312"
"X92720_at"	"2.65609820201283"	"2.76863810124761"	"2.68394713075151"	"2.46538285144842"	"2.81424759573192"	"2.93500315145365"	"2.6954816764902"	"2.53907609879278"	"2.51321760006794"	"2.51851393987789"	"2.57403126772772"	"2.58994960132571"	"2.37106786227174"	"2.54777470538782"	"2.53529412004277"	"2.79865064544527"	"2.38201704257487"	"2.64738297011462"	"2.47129171105894"	"2.70757017609794"	"2.28330122870355"	"2.73319726510657"	"2.41995574848976"	"2.54654266347813"	"2.73798732633343"	"2.25527250510331"	"2.80753502806885"	"2.33845649360460"	"2.65321251377534"	"2.46538285144842"	"2.57170883180869"	"2.90687353472207"	"2.85125834871908"	"2.61489721603313"
"X92744_at"	"2.00432137378264"	"2"	"2"	"2.10037054511756"	"2"	"2.29003461136252"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.15533603746506"	"2"	"2"	"2"	"2.20951501454263"	"2.03342375548695"	"2.10380372095596"	"2.17609125905568"	"2.8234742291703"	"2.22530928172586"	"2"	"2.57634135020579"	"2"	"2"	"3.10002573010786"	"2"	"2"	"2"	"2"	"2"	"2"
"X92762_at"	"2.53147891704226"	"2.59988307207369"	"2.45178643552429"	"2.10720996964787"	"2.65991620006985"	"2"	"2.53781909507327"	"2.56820172406700"	"2.55750720190566"	"2.65030752313194"	"2.82282164530310"	"2.44090908206522"	"2.40312052117582"	"2.22788670461367"	"2.84571801796666"	"2.64738297011462"	"2"	"2.59769518592551"	"2.40483371661994"	"2.86569605991607"	"2.69196510276736"	"2.34044411484012"	"2.54530711646582"	"2.66745295288995"	"2.29225607135648"	"2.40654018043396"	"2.58994960132571"	"2.55630250076729"	"2.45178643552429"	"2"	"2.04139268515823"	"2.30535136944662"	"3.13449585583467"	"2.28330122870355"
"X92814_at"	"2"	"2"	"2"	"2.04532297878666"	"2.10380372095596"	"2.05307844348342"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.03742649794062"	"2.02118929906994"	"2"	"2.61066016308988"	"2.31806333496276"	"2.35983548233989"	"2.33845649360460"	"2.10380372095596"	"2"	"2.3096301674259"	"2.14921911265538"	"2.26007138798507"	"2"	"2"	"2.84695532501982"	"2"	"2.14921911265538"
"X92896_at"	"2.43136376415899"	"2.26717172840301"	"2.93348728784871"	"2.80955971463527"	"3.31132995230379"	"2.90308998699194"	"2.79098847508882"	"2.97497199429807"	"2.85793526471943"	"3.11058971029925"	"2.96614173273903"	"2.60422605308447"	"2.77232170672292"	"2.66181268553726"	"3.11892575282578"	"3.12385164096709"	"2.21218760440396"	"2.56937390961505"	"2"	"3.004751155591"	"2.77597433112937"	"2.4456042032736"	"2.70243053644553"	"2.74115159885179"	"2.89762709129044"	"2.66181268553726"	"2"	"2.81624129999178"	"2.76863810124761"	"2.51982799377572"	"2.92220627743902"	"2.46538285144842"	"2"	"2.02530586526477"
"X92972_at"	"2"	"2"	"2.66181268553726"	"2"	"2"	"2"	"2"	"2.07918124604762"	"2"	"2"	"2"	"2"	"2.5854607295085"	"2.49136169383427"	"2.79098847508882"	"2.31386722036915"	"2.50785587169583"	"2.22271647114758"	"2"	"2"	"2"	"2.54282542695918"	"2.19312459835446"	"2.02118929906994"	"2"	"2"	"2"	"2"	"2"	"2.2718416065365"	"2.23299611039215"	"2"	"2"	"2.2718416065365"
"X93499_at"	"2"	"2.09342168516224"	"2.39093510710338"	"2"	"2.25767857486918"	"2"	"2.04921802267018"	"2.28330122870355"	"2.38738982633873"	"2.37657695705651"	"2.34044411484012"	"2"	"2.32837960343874"	"2.34830486304816"	"2.73158876518674"	"2.67024585307412"	"2.46389298898591"	"2.35024801833416"	"2.03342375548695"	"2.41664050733828"	"2"	"2.59879050676312"	"2.62940959910272"	"2.80753502806885"	"2.60745502321467"	"2.04921802267018"	"2"	"2.53781909507327"	"2.36921585741014"	"2"	"2.10720996964787"	"2.54282542695918"	"2"	"2.09691001300806"
"X93512_at"	"2.7664128471124"	"2"	"2"	"2"	"2.30102999566398"	"2"	"2"	"3.11461098423217"	"3.00086772153123"	"2.23044892137827"	"2.40993312333129"	"2"	"2.51188336097887"	"2.45636603312904"	"2.29225607135648"	"2.28555730900777"	"2"	"2"	"2.25527250510331"	"2.02530586526477"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
"X93920_at"	"2.98989456371877"	"2.40823996531185"	"2.89542254603941"	"2.86864443839483"	"3.27438879555038"	"2.59879050676312"	"2.03742649794062"	"3.02118929906994"	"3.01577875638904"	"3.21616590228599"	"2.91960102378411"	"2.84695532501982"	"2.38021124171161"	"2.31597034545692"	"2.32837960343874"	"2.98407703390283"	"2.62838893005031"	"2.42975228000241"	"2.99255351783214"	"2.67209785793572"	"2.63042787502502"	"3.05115252244738"	"2.58206336291171"	"3.28012289630231"	"3.37309598707873"	"2.57863920996807"	"2.77305469336426"	"2.90254677931399"	"2.06818586174616"	"3.16790781000148"	"2.0899051114394"	"3.39672227850377"	"2.8055008581584"	"2.94001815500766"
"X93921_at"	"2.38201704257487"	"2.21748394421391"	"2.40654018043396"	"2.32221929473392"	"2.12710479836481"	"2.75511226639507"	"2.50379068305718"	"2.5705429398819"	"2.17897694729317"	"2.59988307207369"	"2.38738982633873"	"2.30319605742049"	"2.23552844690755"	"2.34635297445064"	"2.68033551341456"	"2.41161970596323"	"2.02938377768521"	"2.61384182187607"	"2.77378644498119"	"2.82994669594164"	"2.55630250076729"	"2.56702636615906"	"2.07188200730613"	"2.51851393987789"	"2.48855071650044"	"2.27875360095283"	"2.44404479591808"	"2.64836001098093"	"2.57634135020579"	"2.22010808804006"	"2.25042000230889"	"2.56820172406700"	"2.42813479402879"	"2.26245108973043"
"X93996_rna1_at"	"2.80753502806885"	"2"	"2.36735592102602"	"2.65417654187796"	"2.51188336097887"	"2.15533603746506"	"2.67302090712890"	"2"	"2"	"2.73559889969818"	"2.44870631990508"	"2.76192783842053"	"2.28103336724773"	"2"	"2.87448181769947"	"2"	"2"	"3.03662889536216"	"2.55990662503611"	"2"	"2.93399316383124"	"3.02857125269254"	"3.10414555055401"	"2.66745295288995"	"2.13033376849501"	"2"	"2"	"2.80617997398389"	"2.64542226934909"	"2.94051648493257"	"2.65030752313194"	"2.78031731214015"	"2"	"2.82994669594164"
"X94232_at"	"2.54900326202579"	"2.42160392686983"	"2.74036268949424"	"2.41161970596323"	"3.03462845662532"	"2.52633927738984"	"2.41161970596323"	"2.38381536598043"	"2.46686762035411"	"2.56110138364906"	"2.50379068305718"	"2.46686762035411"	"2.86569605991607"	"3.01953168453126"	"3.04805317311561"	"3.06744284277638"	"2.95712819767681"	"2.77158748088126"	"2.66838591669"	"2.50514997831991"	"2.67577834167409"	"2.7427251313047"	"2.45484486000851"	"2.92324401863028"	"2.35983548233989"	"2.00860017176192"	"2.13353890837022"	"2.2718416065365"	"2.72509452108147"	"2.14612803567824"	"2.48572142648158"	"2.8109042806687"	"2.78887511577542"	"2.58433122436753"
"X94754_at"	"2.84509804001426"	"2.88024177589548"	"2.82865989653532"	"2.63346845557959"	"2.86451108105839"	"2.90848501887865"	"2.79169064902012"	"2.80208925788173"	"2.68484536164441"	"2.69372694892365"	"2.67117284271508"	"2.67577834167409"	"2.90579588036787"	"2.70500795933334"	"2.90254677931399"	"2.95182303531591"	"2.65991620006985"	"2.85186960072977"	"2.78532983501077"	"2.71432975974523"	"2.55630250076729"	"2.91907809237607"	"2.71264970162721"	"2.71180722904119"	"2.95472479097906"	"2.6414741105041"	"2.89486965674525"	"2.76937732607614"	"2.77524625974024"	"2.57518784492766"	"2.65705585285710"	"2.90525604874845"	"3.37657695705651"	"2.93851972517649"
"X94910_at"	"2"	"2"	"2"	"2.91222205653242"	"2.85913829729453"	"2"	"3.01661554755718"	"3.07700432679335"	"2.69983772586725"	"2.87852179550121"	"2.98136550907854"	"3.01661554755718"	"2.42813479402879"	"2"	"2.96894968098134"	"3.10380372095596"	"2"	"2.64933485871214"	"2.67024585307412"	"2.28555730900777"	"2.22530928172586"	"2.05307844348342"	"2"	"2.89762709129044"	"3.19256745333655"	"2.56466606425209"	"2"	"2.74741180788642"	"2"	"2.26245108973043"	"2.90145832139611"	"3.06520612805431"	"2.20139712432045"	"2.73559889969818"
"X95406_at"	"2"	"2"	"2"	"2"	"2.31806333496276"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.34242268082221"	"2"	"2.3096301674259"	"2"	"2.42324587393681"	"2.10380372095596"	"2.39269695325967"	"2"	"2.52891670027765"	"2.46686762035411"	"2"	"2.17026171539496"	"2"	"2"	"2.48000694295715"	"2"	"2"	"2.15228834438306"	"2"	"2"	"2.8109042806687"	"2"
