""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"
"U50327_s_at"	"2.3541084391474"	"2.84695532501982"	"2.96378782734556"	"2.72263392253381"	"2.61804809671209"	"2.91698004732038"	"2.58433122436753"	"2.54282542695918"	"2.93951925261862"	"2.55990662503611"	"2.83821922190763"	"2.41161970596323"	"2.11394335230684"	"3.02325245963371"	"2.62940959910272"	"2.47129171105894"	"2.52504480703685"	"2.53655844257153"	"2.56702636615906"	"2.90471554527868"	"2.04921802267018"	"2.28555730900777"	"2.5854607295085"	"2.68930885912362"	"2.57863920996807"	"2.58994960132571"	"2.52244423350632"	"2.2148438480477"	"2.68124123737559"	"3.04218159451577"	"2.70070371714502"	"2.53402610605613"	"2.84135947045485"	"2.985426474083"	"2.85186960072977"	"3.00346053210951"	"2.78390357927274"	"2.90254677931399"
"J03077_s_at"	"3.19975517725347"	"3.78067727443337"	"4.01849245340147"	"2"	"3.19948091486236"	"4.00881300905209"	"2.48713837547719"	"2.36735592102602"	"4.05595140532915"	"4.004751155591"	"3.74803289413014"	"2.8055008581584"	"3.70969386972779"	"3.42373724998233"	"3.23477029516092"	"2.70926996097583"	"3.66642437251876"	"2.07554696139253"	"3.33765889102614"	"3.33745926129066"	"2.9106244048892"	"2.80821097292422"	"3.46731206298055"	"2"	"3.34103863167752"	"3.43488812086732"	"2"	"3.37419825792908"	"3.24353410183206"	"4.20411998265593"	"3.89426066444699"	"3.2674064187529"	"3.4184670209466"	"3.38952046584638"	"3.97076515978077"	"3.39776625612645"	"3.84751096520325"	"3.94091473758029"
"U07806_s_at"	"3.06370855939142"	"2.81358098856819"	"2.88138465677057"	"2.96661098668193"	"2.91698004732038"	"2.74507479158206"	"2.74507479158206"	"3.09621458534641"	"2.80821097292422"	"2.62634036737504"	"2.77524625974024"	"2"	"3.05728564441821"	"2.89597473235906"	"3.15715443990628"	"3.23578087032756"	"3.47304880508854"	"2.79934054945358"	"2.96894968098134"	"3.53655844257153"	"2.88366143515362"	"2.66745295288995"	"2.7160033436348"	"2.95808584852109"	"2.81358098856819"	"2.96378782734556"	"2.81023251799508"	"2.68574173860226"	"2.7427251313047"	"2.96801571399364"	"3.25333800532611"	"3.20844135643857"	"2.97220283837906"	"2.75281643118827"	"2.93601079571521"	"2.10037054511756"	"2.74507479158206"	"3.27806733088866"
"J03263_s_at"	"2.50920252233110"	"2.92531209149965"	"2.51321760006794"	"2.8561244442423"	"2.7419390777292"	"2.63346845557959"	"2.70500795933334"	"2.74350976472843"	"2.86805636182304"	"2.54777470538782"	"2.76566855475901"	"2.22788670461367"	"2.65417654187796"	"2.42488163663107"	"2.76117581315573"	"2.40483371661994"	"3.15044940946088"	"2.40993312333129"	"2.23804610312880"	"2.67117284271508"	"2"	"2.33645973384853"	"2.55022835305509"	"2.95472479097906"	"2.36735592102602"	"2.45178643552429"	"2.52762990087134"	"2.49554433754645"	"2.24797326636181"	"3.19423674872383"	"3.04336227802113"	"2.91381385238372"	"2.92324401863028"	"2.68033551341456"	"3.25935492730803"	"2.81624129999178"	"3.20167017964658"	"3.00603795499732"
"Y00285_s_at"	"2.94349451590610"	"2.96331551138611"	"2.94890176097021"	"3.01661554755718"	"2.78461729263288"	"2.8494194137969"	"2.96801571399364"	"2.89817648349768"	"3.06408343596360"	"2.58658730467176"	"2.8481891169914"	"2.47856649559384"	"2.74585519517373"	"2.68574173860226"	"2.86628733908419"	"2.85853719756964"	"3.21722065564452"	"2.75739602879302"	"2.68930885912362"	"2.95760728706010"	"2"	"2.50920252233110"	"2.99519629159718"	"2.74115159885179"	"2.59659709562646"	"2.75050839485135"	"2.91275330367132"	"2.51054501020661"	"2.6232492903979"	"3.14332712999205"	"2.71516735784846"	"2.66838591669"	"2.69019608002851"	"2.62117628177504"	"2.81358098856819"	"2.88986172125819"	"2.80413943233535"	"2.80821097292422"
"M26004_s_at"	"2"	"2"	"2.97772360528885"	"2"	"2"	"2.80002935924413"	"2"	"2.14612803567824"	"2.86981820797933"	"2.29225607135648"	"2.06445798922692"	"2"	"2"	"2"	"2"	"2"	"2.29225607135648"	"2"	"2"	"2"	"2"	"2"	"2.19589965240923"	"2.14612803567824"	"2"	"2.13672056715641"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.12057393120585"
"M31551_s_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.69635638873333"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"3.06818586174616"	"3.97607473161987"	"2"	"2.25285303097989"	"2"	"2.02118929906994"	"2"	"2.72997428569956"	"2.92324401863028"
"X57579_s_at"	"2.24797326636181"	"2.54406804435028"	"2.3654879848909"	"2.45636603312904"	"2.52633927738984"	"2.08635983067475"	"2.38021124171161"	"2.42324587393681"	"2.62221402296630"	"2.24303804868629"	"2.57403126772772"	"2.26717172840301"	"2"	"2.52504480703685"	"2.37474834601010"	"2.38021124171161"	"2.75815462196739"	"2.32428245529769"	"2.45178643552429"	"2.6232492903979"	"2"	"2.26717172840301"	"2.35983548233989"	"2.10380372095596"	"2.49276038902684"	"2.50920252233110"	"2.25767857486918"	"2.71264970162721"	"2.02118929906994"	"2.7481880270062"	"2.85733249643127"	"2.69897000433602"	"2.88761730033574"	"2.10380372095596"	"2.6159500516564"	"2.66558099101795"	"2.55144999797288"	"3.97441957385229"
"U01691_s_at"	"2.88930170250631"	"2.58994960132571"	"3.21005084987514"	"2.56466606425209"	"2.58658730467176"	"3.09795107099415"	"2.52633927738984"	"2.31175386105575"	"3.462248215355"	"2.91750550955255"	"3.01283722470517"	"2"	"2.89817648349768"	"2.98587535730839"	"2.37839790094814"	"2.52762990087134"	"2.48572142648158"	"2.53781909507327"	"2.20682587603185"	"2"	"2.61489721603313"	"2.41161970596323"	"2.88930170250631"	"2.65127801399814"	"2.51321760006794"	"2.35602585719312"	"2.51851393987789"	"2.59439255037543"	"2.21218760440396"	"3.52413637659257"	"2.89153745767256"	"2.07918124604762"	"2.44870631990508"	"2.13672056715641"	"3.28533222764388"	"2.71850168886727"	"2.93701610746481"	"2.94743372188705"
"M21119_s_at"	"2"	"2.40312052117582"	"2"	"2.45484486000851"	"3.4854374810763"	"2.88422876963260"	"2.07918124604762"	"2.57978359661681"	"2.20411998265592"	"2.7427251313047"	"2.15533603746506"	"2.76566855475901"	"2"	"3.21774707326279"	"2"	"2.14612803567824"	"2.16731733474818"	"2"	"2"	"2.18752072083646"	"2"	"2"	"2.32633586092875"	"2.25042000230889"	"2"	"2"	"2"	"2.39269695325967"	"2.33445375115093"	"4.20411998265593"	"4.1616075469084"	"2.24551266781415"	"2"	"2.75663610824585"	"3.53466057582844"	"3.59483435558332"	"3.64610952197885"	"4.11859536522376"
"J03805_s_at"	"2.78746047451842"	"2.52113808370404"	"2.7427251313047"	"2.66275783168157"	"2.82801506422398"	"2.61066016308988"	"2.63144376901317"	"2.65513843481138"	"2.92839585225671"	"2.88024177589548"	"2.86093662070009"	"2.23552844690755"	"3.35024801833416"	"2.87966920563205"	"2.8208579894397"	"2.8561244442423"	"2.90363251608424"	"2.39445168082622"	"2.85793526471943"	"3.26245108973043"	"2.84695532501982"	"2.23804610312880"	"2.55266821611219"	"2.86805636182304"	"2.55266821611219"	"2.65896484266444"	"2.53655844257153"	"2.45939248775923"	"2.45636603312904"	"2.39967372148104"	"2.47856649559384"	"2.64640372622307"	"2.28780172993023"	"2.48429983934679"	"2.55022835305509"	"2.3096301674259"	"2.75434833571102"	"3.1078880251828"
"M96233_s_at"	"2.53655844257153"	"2.85973856619715"	"2"	"3.00774777800074"	"2.23552844690755"	"3.12090281761453"	"2.69810054562339"	"2.69897000433602"	"2.47129171105894"	"3.17638069224327"	"2"	"2.58319877396862"	"2.32428245529769"	"2"	"2"	"2.65513843481138"	"2.75587485567249"	"2"	"2.8750612633917"	"2.75281643118827"	"2"	"2.17609125905568"	"2.95808584852109"	"2.41161970596323"	"2.73239375982297"	"2.77305469336426"	"2.43616264704076"	"2.94792361983173"	"2.91855453055027"	"3.0899051114394"	"2.67209785793572"	"2.98227123303957"	"2.65030752313194"	"2"	"2.57170883180869"	"3.10551018476997"	"2.97034687623009"	"2.87621784059164"
"J05253_s_at"	"2.43136376415899"	"2.3096301674259"	"2.46389298898591"	"2.35983548233989"	"2.30319605742049"	"2.3654879848909"	"2.35218251811136"	"2.39269695325967"	"2.48995847942483"	"2.25767857486918"	"2.39093510710338"	"2.29225607135648"	"2.26245108973043"	"2.26951294421792"	"2.42488163663107"	"2.57403126772772"	"2.81157500587059"	"2.41664050733828"	"2.32837960343874"	"2.74741180788642"	"2.60638136511061"	"2.45788189673399"	"2.56820172406700"	"2.46982201597816"	"2.26481782300954"	"2.46389298898591"	"2.52244423350632"	"2.57403126772772"	"2.52374646681156"	"2.56584781867352"	"2.14612803567824"	"2.46089784275655"	"2.32221929473392"	"2.38560627359831"	"2.22788670461367"	"2"	"2.35218251811136"	"2.48144262850230"
"J04029_s_at"	"2.69635638873333"	"2.69108149212297"	"2.73957234445009"	"2.62117628177504"	"2.7664128471124"	"2.7427251313047"	"2.52374646681156"	"2.27875360095283"	"3.03702787975578"	"2.63548374681491"	"2.90848501887865"	"2.33243845991561"	"2.80888586735981"	"2.65609820201283"	"2.96614173273903"	"2.80345711564841"	"2.90254677931399"	"2.52113808370404"	"2.31175386105575"	"3.07918124604762"	"3.16046853111904"	"2.74741180788642"	"2.52633927738984"	"2.5854607295085"	"2.61804809671209"	"2.67302090712890"	"2.28780172993023"	"2.30319605742049"	"2"	"2.81358098856819"	"2.49415459401844"	"2.53529412004277"	"2.07554696139253"	"2.49136169383427"	"2.52504480703685"	"2.24551266781415"	"2.78247262416629"	"2"
"J04046_s_at"	"2.98721922990801"	"3.26363606858811"	"2.96801571399364"	"2.99956548822598"	"2.75511226639507"	"3.21325205219640"	"3.10482840365366"	"3.09516935143176"	"3.05994188806195"	"3.17114115102838"	"3.09131515969722"	"3.12057393120585"	"3.26102483399240"	"2.99913054128737"	"3.18184358794477"	"2.92116605063774"	"3.13798673272353"	"2.99078269180314"	"2.99078269180314"	"3.17522180034305"	"2.93399316383124"	"2.80345711564841"	"2.43933269383026"	"3.11193427633268"	"2.4983105537896"	"2.89817648349768"	"3.03862016194970"	"3.06408343596360"	"2.53907609879278"	"3.33223641549144"	"3.27806733088866"	"3.08098704691089"	"3.31680875205302"	"3.13767053723676"	"3.37438169805088"	"3.08206693428511"	"3.21031851982623"	"2.67942789661212"
"M69203_s_at"	"2.33041377334919"	"2.4456042032736"	"2.17609125905568"	"2"	"2"	"2"	"2.12057393120585"	"2.43933269383026"	"2.25527250510331"	"2.00432137378264"	"2.25527250510331"	"2"	"2.12057393120585"	"2"	"2.13987908640124"	"2"	"2.44404479591808"	"2.08278537031645"	"2.03342375548695"	"2"	"2"	"2.16731733474818"	"2"	"2"	"3.40397796366935"	"2"	"2.47275644931721"	"2.17026171539496"	"2"	"3.96359896259724"	"3.28891960566173"	"2.42324587393681"	"2.52891670027765"	"2"	"2.45178643552429"	"2"	"2.20139712432045"	"3.00732095292274"
"J04130_s_at"	"2.97220283837906"	"3.03342375548695"	"2.92531209149965"	"2.33243845991561"	"2.35983548233989"	"2.64933485871214"	"2.81157500587059"	"3.11260500153457"	"2.9216864754836"	"2.49968708261840"	"2.72098574415374"	"2.45788189673399"	"2.69460519893357"	"2.66275783168157"	"2.57170883180869"	"2.69108149212297"	"3.07664044367034"	"2.67394199863409"	"2.55750720190566"	"2.68304703823885"	"2.50920252233110"	"2.73399928653839"	"2.52374646681156"	"2.64246452024212"	"3.76440032295639"	"2.72427586960079"	"2.92427928606188"	"2.80277372529198"	"2.67760695272049"	"4.20411998265593"	"3.68984140913750"	"2.87040390527903"	"3.03542973818455"	"2.28103336724773"	"2.84880470105180"	"2.53781909507327"	"2.89927318731760"	"3.62211036036122"
"M61827_rna1_s_at"	"3.30319605742049"	"3.30535136944662"	"3.18695633546541"	"3.37602918172818"	"3.17811325231463"	"3.10346162209470"	"3.47943133719774"	"3.35793484700045"	"3.35140975192544"	"2.92634244662566"	"3.05346260492546"	"2.86981820797933"	"3.10105935490812"	"3.33545790068938"	"3.3040594662176"	"3.12090281761453"	"3.67824515192704"	"2.92220627743902"	"3.07408468902824"	"3.50419891853944"	"3.00646604224923"	"2.97543180850926"	"2.89542254603941"	"3.42894429003557"	"3.06408343596360"	"3.18012587516405"	"3.29819786710982"	"3.52659770910345"	"3.31238894937059"	"3.44808766669234"	"3.22891340599469"	"3.08170727009735"	"3.16790781000148"	"3.30685374869301"	"3.29092455938275"	"3.34242268082221"	"3.5532760461371"	"3.33385014510255"
"X14684_s_at"	"3.04649516433471"	"2.91539983521227"	"2.89762709129044"	"3.04532297878666"	"3.08671566394488"	"2.80140371001735"	"2.95085145888855"	"2.82020145948564"	"2.86093662070009"	"2.85913829729453"	"3.01703333929878"	"2.57170883180869"	"3.06370855939142"	"3.05576046468773"	"3.17551181336345"	"3.06744284277638"	"3.37069809257558"	"2.76715586608218"	"3.03100428136354"	"3.41212440617332"	"3.41564097989615"	"2.75434833571102"	"2.89209460269048"	"3.05384642685225"	"2.90036712865647"	"2.94299959336604"	"2.9329808219232"	"3.03261876085072"	"2.77305469336426"	"2.90633504180509"	"2.88986172125819"	"3.10516942799933"	"2.92685670894969"	"2.88592633980143"	"2.75281643118827"	"2.82412583391655"	"2.82994669594164"	"2.80071707828239"
"J04430_s_at"	"2.40823996531185"	"2.52244423350632"	"2.17609125905568"	"2.50242711998443"	"2.25042000230889"	"2"	"2.25042000230889"	"2.31386722036915"	"2"	"2.15533603746506"	"2"	"2"	"2.15836249209525"	"2.07188200730613"	"2"	"2.47275644931721"	"3.23854788768133"	"2.50514997831991"	"2"	"2.38916608436453"	"2.32837960343874"	"2"	"2"	"2.11394335230684"	"2.22530928172586"	"2.24303804868629"	"2.34242268082221"	"2"	"2.11058971029925"	"2"	"2"	"2"	"2.16731733474818"	"2.38560627359831"	"2.16731733474818"	"2.12710479836481"	"2.16136800223497"	"2.33041377334919"
"U75272_s_at"	"2.64345267648619"	"2.39619934709574"	"2.68663626926229"	"2.58658730467176"	"2.31806333496276"	"2.40483371661994"	"2.62838893005031"	"2.58883172559421"	"2.48429983934679"	"2.13353890837022"	"2.47712125471966"	"2.28780172993023"	"2.26717172840301"	"2.39445168082622"	"2.07554696139253"	"2.55509444857832"	"2.60422605308447"	"2.6159500516564"	"2.54282542695918"	"2.45331834004704"	"2.35602585719312"	"2.52113808370404"	"2.39093510710338"	"2"	"2.39619934709574"	"2.46982201597816"	"2.49276038902684"	"2.11058971029925"	"2.12710479836481"	"2.59988307207369"	"2.5327543789925"	"2.38381536598043"	"2.59217675739587"	"2.39967372148104"	"2.39093510710338"	"2.52891670027765"	"2.39093510710338"	"2.83758843823551"
"X17567_s_at"	"3.50460677064195"	"3.77473588255175"	"3.65494622658434"	"3.35468455395473"	"3.51864552433031"	"3.52659770910345"	"3.35793484700045"	"3.29047981333067"	"3.79906471935101"	"3.48713837547719"	"3.70637635583969"	"3.29225607135648"	"3.56855371204944"	"3.47479881880063"	"3.56784945057311"	"3.33905373570914"	"3.83020359892570"	"3.26505378850402"	"3.30319605742049"	"3.82620442349925"	"3.74311762521474"	"3.30621050816776"	"3.54070478331076"	"3.58126680527367"	"3.47741068790725"	"3.44544851426605"	"3.31132995230379"	"3.34183005692051"	"3.35736303061514"	"3.64610952197885"	"3.51890857369141"	"3.46434048462767"	"3.56702636615906"	"3.54518336821541"	"3.41346741298582"	"3.36940141369662"	"3.22167499707077"	"3.62304243424638"
"X52979_rna1_s_at"	"3.29269900304393"	"3.28600712207947"	"3.54752857645978"	"3.08564728829686"	"3.37088301677761"	"3.38147609027503"	"2.98721922990801"	"2.94792361983173"	"3.66913084737333"	"3.44326298745870"	"3.54257647626053"	"2.91328390176042"	"3.38614210893082"	"3.35812528527665"	"3.42862067267194"	"3.12287092286444"	"3.47392469341616"	"3.15320490008428"	"3.04336227802113"	"3.60562822200762"	"2.84135947045485"	"2.95472479097906"	"3.36097188372594"	"3.29578694025161"	"3.2043913319193"	"3.18412335423967"	"2.99475694458763"	"3.07554696139253"	"3.07188200730613"	"3.37217528611506"	"3.27067883614471"	"3.23754373814287"	"3.38489079653055"	"3.40654018043396"	"3.18808437371494"	"3.08350261983027"	"3.21112054125805"	"3.36267092972567"
"S40719_s_at"	"3.22063101944809"	"3.15563963375978"	"3.29092455938275"	"3.21669359916975"	"3.09864372581706"	"3.10105935490812"	"3.19479175772192"	"3.31534047662729"	"3.22297644989339"	"3.08742645703629"	"2.9216864754836"	"2.84757265914211"	"3.11627558758054"	"3.12090281761453"	"2.9698816437465"	"3.29025726939452"	"3.57391544042155"	"3.13545069934551"	"3.07481644064517"	"3.27760921430409"	"2.75815462196739"	"3.02036128264771"	"3.04178731897175"	"3.15986784709257"	"3.11058971029925"	"3.17753649992986"	"3.24575935596728"	"3.19589965240923"	"3.12904505988796"	"3.31154195840120"	"3.16672605558005"	"3.25285303097989"	"3.36172783601759"	"2.78103693862113"	"3.23070431361257"	"3.11025291735340"	"3.24846371755103"	"3.49317912068252"
"X03689_s_at"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"2.2148438480477"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.1205081240261"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"	"4.20411998265593"
"J05016_rna1_s_at"	"2.2718416065365"	"2"	"2.13033376849501"	"2.12057393120585"	"2.19865708695442"	"2.05307844348342"	"2"	"2.3541084391474"	"2.23299611039215"	"2"	"2"	"2"	"2.50379068305718"	"2.11727129565576"	"2.19312459835446"	"2.13353890837022"	"2.46089784275655"	"2"	"2.44870631990508"	"2.90308998699194"	"2.0899051114394"	"2"	"2"	"2.42651126136458"	"2"	"2.45484486000851"	"2"	"2.19589965240923"	"2.38021124171161"	"2"	"2.55266821611219"	"2.57518784492766"	"2"	"2.72181061521255"	"2"	"2"	"2.22271647114758"	"2.48572142648158"
"J05036_s_at"	"2"	"2.16435285578444"	"2.29666519026153"	"2"	"2"	"2.05307844348342"	"2"	"2.07554696139253"	"2.42488163663107"	"2.13672056715641"	"2"	"2"	"2"	"2.17026171539496"	"2"	"2"	"2.38916608436453"	"2.04139268515823"	"2"	"2.12710479836481"	"2"	"2.13672056715641"	"2"	"2"	"2.17609125905568"	"2"	"2.34044411484012"	"2"	"2.32428245529769"	"2.09342168516224"	"2.14612803567824"	"2.85793526471943"	"2.07554696139253"	"2.32428245529769"	"2.10380372095596"	"2"	"2.00860017176192"	"2.33243845991561"
"M32304_s_at"	"2.59988307207369"	"2.95808584852109"	"2.95712819767681"	"2.88252453795488"	"2.30319605742049"	"2.79239168949825"	"2.82736927305383"	"3.16967443405881"	"3.0733517023869"	"3.05766610390983"	"2.78887511577542"	"2.94890176097021"	"2.94200805302231"	"2.65609820201283"	"2.87563993700417"	"2.28330122870355"	"2.9304395947667"	"2"	"2.7160033436348"	"2.71933128698373"	"2.94645226501307"	"2.86981820797933"	"2.54530711646582"	"2.85247999363686"	"2.4345689040342"	"2.44404479591808"	"2.58883172559421"	"3.04844180355040"	"3.04453976039241"	"3.46119828862249"	"3.10414555055401"	"3.27577190016493"	"2.79657433321043"	"2.8555191556678"	"3.38916608436453"	"3.21378329933530"	"3.08134730780413"	"3.26363606858811"
"M34996_s_at"	"3.72892164637286"	"2.91855453055027"	"2.30749603791321"	"2.64345267648619"	"3.01241537476243"	"2.75891189239797"	"2.65321251377534"	"2.9804578922761"	"2.66558099101795"	"2.42160392686983"	"2"	"2.42813479402879"	"3.48671377598249"	"2.53147891704226"	"3.45453998496482"	"2.68841982200271"	"2.45939248775923"	"3.8213169705911"	"3.43584436598444"	"4.02718646183674"	"2.86923171973098"	"3.66200187938992"	"2"	"2.81690383937566"	"2.92890769024395"	"3.42634857378751"	"2.72181061521255"	"2.20139712432045"	"3.19173039336286"	"2.44715803134222"	"2.90417436828416"	"2"	"2.69196510276736"	"2.46089784275655"	"3.12613140726198"	"2.38916608436453"	"3.05766610390983"	"3.39445168082622"
"K01160_s_at"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.31175386105575"	"2"	"2"	"2"	"2"	"2"	"2"	"2.30749603791321"	"2"	"2.06069784035361"	"3.326949994166"	"2.76417613239033"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.01703333929878"	"2"	"2.82607480270083"	"2"
"K02777_s_at"	"2.45484486000851"	"2.49136169383427"	"2"	"2.92064500140679"	"2.59439255037543"	"2.46686762035411"	"2.39445168082622"	"2.58883172559421"	"3.13576851456782"	"2.61384182187607"	"2.87448181769947"	"2.75127910398334"	"2"	"2.95568775031351"	"2.86451108105839"	"3.02366391819779"	"2.11058971029925"	"2.50650503240487"	"2.70671778233676"	"2"	"2.30535136944662"	"2.41161970596323"	"2.48429983934679"	"2.30749603791321"	"2"	"2"	"2.49276038902684"	"2"	"2.26007138798507"	"2"	"2.25767857486918"	"2"	"2.24797326636181"	"2.14301480025410"	"2"	"2.49554433754645"	"2.24551266781415"	"2.55870857053317"
"M69197_xpt2_s_at"	"2.05307844348342"	"2.39619934709574"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.39093510710338"	"2.04139268515823"	"2"	"2.00432137378264"	"2"	"2"	"2.35983548233989"	"2"	"2"	"2.3096301674259"	"2.56466606425209"	"2"	"2"	"2"	"2"	"2.04139268515823"	"2.37657695705651"	"2"	"2"	"2"	"2.72997428569956"	"2.13033376849501"	"2.54406804435028"	"2.31806333496276"	"2"	"2.24797326636181"	"2"	"2"	"2.59439255037543"
"K03498_xpt1_s_at"	"2.67117284271508"	"2.45484486000851"	"2"	"2.76937732607614"	"2.51054501020661"	"2.30102999566398"	"2.51054501020661"	"2.51587384371168"	"2.50785587169583"	"2.20411998265592"	"2.46686762035411"	"2.28103336724773"	"2.45178643552429"	"2.68033551341456"	"2.36921585741014"	"2.29225607135648"	"2.46538285144842"	"2.42651126136458"	"2.48144262850230"	"2.47856649559384"	"2.35983548233989"	"2.54282542695918"	"2.67117284271508"	"2.67760695272049"	"2.36921585741014"	"2.58883172559421"	"2"	"2.53402610605613"	"2.54530711646582"	"2.71850168886727"	"2.56110138364906"	"2.61804809671209"	"2.65705585285710"	"2.45484486000851"	"2.51719589794997"	"2.62117628177504"	"2.70586371228392"	"2.56584781867352"
"L00634_s_at"	"2.49136169383427"	"2.51054501020661"	"2.30102999566398"	"2.66181268553726"	"2.67486114073781"	"2.14612803567824"	"2.47712125471966"	"2.00432137378264"	"2.54900326202579"	"2"	"2.31597034545692"	"2"	"2.4345689040342"	"2.40312052117582"	"2.53907609879278"	"2.32428245529769"	"2.79795964373720"	"2"	"2.25767857486918"	"2.84447717574568"	"2"	"2"	"2.13987908640124"	"2.80413943233535"	"2.12057393120585"	"2"	"2.24303804868629"	"2"	"2"	"2"	"2"	"2"	"2.05307844348342"	"2"	"2.35983548233989"	"2"	"2.32221929473392"	"2"
"X66113_s_at"	"2.53655844257153"	"2.51719589794997"	"2.43775056282039"	"2.59659709562646"	"2.57978359661681"	"2.60745502321467"	"2.12710479836481"	"2.48713837547719"	"2.67486114073781"	"2.10720996964787"	"2.56584781867352"	"2"	"2.49276038902684"	"2.55750720190566"	"2.43616264704076"	"2.69108149212297"	"2.70243053644553"	"2.38201704257487"	"2.56584781867352"	"2.7041505168398"	"2.63948648926859"	"2.33845649360460"	"2.43616264704076"	"2.61384182187607"	"2.10037054511756"	"2.50514997831991"	"2.52762990087134"	"2.60852603357719"	"2.53907609879278"	"2.44247976906445"	"2.60314437262018"	"2.63848925695464"	"2"	"2.37474834601010"	"2.38560627359831"	"2.27646180417324"	"2.41497334797082"	"2.14612803567824"
"L03411_s_at"	"2"	"2"	"2"	"2"	"2.54032947479087"	"2"	"2"	"2"	"2.2718416065365"	"2.50785587169583"	"2"	"2"	"2.63144376901317"	"2"	"2.29666519026153"	"2.53655844257153"	"2"	"2"	"2.55750720190566"	"2.78318869107526"	"2.90579588036787"	"2"	"2"	"2.41161970596323"	"2"	"2.55870857053317"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.1846914308176"	"2"	"2"	"2"	"2"
"U09851_s_at"	"2.34242268082221"	"2.34635297445064"	"2.40654018043396"	"2.57749179983723"	"2.34830486304816"	"2.14612803567824"	"2.15836249209525"	"2.54282542695918"	"2.38738982633873"	"2.14921911265538"	"2.10380372095596"	"2"	"2.35793484700045"	"2.48995847942483"	"2.32014628611105"	"2.63144376901317"	"2.7160033436348"	"2.52633927738984"	"2"	"3.03382569395331"	"2.29446622616159"	"2.16435285578444"	"2"	"2.41995574848976"	"2"	"2.59549622182557"	"2.26951294421792"	"2.17897694729317"	"2.30319605742049"	"2"	"2"	"2"	"2"	"2.21748394421391"	"2.00432137378264"	"2"	"2.6414741105041"	"2.44870631990508"
"L05072_s_at"	"3.05115252244738"	"2.81224469680037"	"3.01410032151962"	"2.99782308074573"	"2.99607365448528"	"2.82020145948564"	"2.93601079571521"	"2.79657433321043"	"2.92634244662566"	"2.79795964373720"	"2.54157924394658"	"2.90471554527868"	"2.77158748088126"	"2.87040390527903"	"3.36995760734605"	"2.91169015875386"	"3.01029995663981"	"2.02118929906994"	"2.88366143515362"	"2.84757265914211"	"2"	"2.79588001734408"	"2.71933128698373"	"2.91381385238372"	"3.32817566143832"	"2.66181268553726"	"2.59549622182557"	"2.69897000433602"	"2.1846914308176"	"3.35449260058944"	"3.13001194967190"	"3.12775251583297"	"3.3647385550554"	"2.2718416065365"	"2.98317507203781"	"2.94939000664491"	"2.86981820797933"	"3.04336227802113"
"M26665_s_at"	"2.65801139665711"	"2.01703333929878"	"2.80002935924413"	"2.51851393987789"	"2.46982201597816"	"2.59328606702046"	"2.82282164530310"	"2.60959440922522"	"2.67394199863409"	"2.42160392686983"	"2.37106786227174"	"2.14612803567824"	"2.17318626841227"	"2.40654018043396"	"2.17026171539496"	"2.25285303097989"	"2.68752896121463"	"2.42651126136458"	"2.15533603746506"	"2"	"2"	"2"	"2.26481782300954"	"2.21218760440396"	"2.32633586092875"	"2.00432137378264"	"2.67577834167409"	"2"	"2.63548374681491"	"2.38021124171161"	"2.63447727016073"	"2.68930885912362"	"2.42160392686983"	"2"	"2.41497334797082"	"2.43616264704076"	"2.81954393554187"	"2.69460519893357"
